id,content,keywords
323420,i saw the experiment of that guy making a nft being shown as different different metadata i assume depending on what youd yes to look at it it was looking different from os form rarible and from a wallet in one of his latest blog post cant find the link back sorry he was saying that os blocked the api calls and delisted for that specific nft and doing so the nft was blocked everywhere,"['application programming interface', 'api']"
323422,jepsen radix dlt 10beta351article comments,"['distributed ledger technology', 'dlt']"
323427,and then came the pivot to eos but worse the jepsen stuff is pretty thorough,"['eos.io', 'eos']"
323429,damn seeing the eos name after a while,"['eos.io', 'eos']"
323457,so they are using pool assets amounts to determine exchange ratio pretty much just like uni router but i guess without the curve because checking daieth exchange ratio would differ depending on the amount you check against but then if you wanted to borrow x eth against your dai at lower x youd get more eth per dai than at higher which makes no sense on a lendingborrowing service i hope they time average these pool readouts or it will be flashloaned into oblivion quite surprised they already provide it as a public service api,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'application programming interface', 'api', 'pool', 'assets', 'amounts', 'determine', 'exchange', 'ratio', 'pretty', 'like', 'uni', 'router', 'guess', 'curve', 'checking', 'daieth', 'exchange', 'ratio', 'differ', 'depending', 'check', 'wanted', 'borrow', 'x', 'eth', 'dai', 'lower', 'x', 'd', 'eth', 'dai', 'higher', 'makes', 'sense', 'lendingborrowing', 'service', 'hope', 'time', 'average', 'pool', 'readouts', 'flashloaned', 'oblivion', 'surprised', 'provide', 'public', 'service', 'api']"
323461,gotta be more disciplined and stay grounded in reality at times,"['technical analysis or trend analysis', 'ta']"
323462,i was asked if i wanted to live in a crypto hacker house could you imagine anything worse than not being able to unplug id go insane being surrounded by endless defi nft chatter,"['decentralized finance', 'defi']"
323511,ps our analyst made backtests on eth covered call strat for the previous year tried to explan nuances of proper strike selection,"['ether (also known as ethereum)', 'eth']"
323524,dunno what and how true just defi stuff which is rare these days,"['decentralized finance', 'defi']"
323555,maybe not but yeah all in all different systems different governance cultures mechanisms etc,"['ethereum classic', 'etc']"
323569,i was having a very respectful and insightful discussion with hasu yesterday in another group about vecrvvefxs tokenomics we didnt get to conclude it because there were too many topics to bring up but one thing that i brought up which could be food for thought for other vetoken critics is that vetokens create pos dynamics on the dapp layer i think this is an underexplored advantage my opinion is one cant be pro eth lido steth and other derivatives but then claim vetokens become captured and tokenized by convexlike protocols and cvxcrvcvxfxs are bad,"['ether (also known as ethereum)', 'eth']"
323575,1 4 pod,"['proof of developer', 'pod']"
323576,pod,"['proof of developer', 'pod']"
323580,volume still coming in almost 125k eth,"['ether (also known as ethereum)', 'eth']"
323588,so cancel culture is going to rekt my ens holdings rip,"['“wrecked” (meaning major losses)', 'rekt']"
323623,imagine they discover luke dash jr kek,"['dash', 'dash']"
323627,the only thing to really protect subcultures is to make it inaccessibleheavily gatekept and not judge the success based on a metric like size monetary value etc,"['ethereum classic', 'etc']"
323631,so many grifters in eth space now,"['ether (also known as ethereum)', 'eth']"
323654,web2 ethos is like paypal where they can rekt your financial livelihood for political wrongthink decentralized finance should be where it is impossible to cancel your financial existence,"['“wrecked” (meaning major losses)', 'rekt']"
323659,you can only have this naive view if you havent seen the same happening to open source devs linux scala etc the reasons for engineered outrage are always superficial and irrelevant,"['ethereum classic', 'etc']"
323721,yeah the legal entity organizes the legal stuff for ens like the cloudflare deal and all other stuff with the nigeria i think it was nigeria government for the eth,"['ether (also known as ethereum)', 'eth']"
323821,the price of the fee denominator only matters short term so if eth or sol moons the fees will only moon for some days before the market can readjust and then the miners will be willing to accept cheaper txn ethdenominated because their cost basis is ultimately in usd,"['ether (also known as ethereum)', 'eth']"
323823,any defi og can spare few mins to discuss two products i am looking at i just want to understand few things about them and sustainability of the product,"['decentralized finance', 'defi']"
323896,based on how much eth you spent on ethereum,"['ether (also known as ethereum)', 'eth']"
323897,and certain bridge usage hop synapse connext etc,"['ethereum classic', 'etc']"
323917,on this day 2 years ago we broke 1 bn tvl in defi,"['decentralized finance', 'defi']"
323922,they just took the stance that defi was only on ethereum,"['decentralized finance', 'defi']"
323923,the same reason why coingecko took over cmc the old team got too lazy and felt enitled to the laurels of success they havent even noticed a new hungry team zoom past them and couldnt adapt,"['coinmarketcap', 'cmc']"
323928,shifted focus to their paid model api coupled with some this isnt real defi judgment on projects stopped responding to listing requests paid model didnt work out well either,"['application programming interface', 'api', 'decentralized finance', 'defi', 'shifted', 'focus', 'paid', 'model', 'api', 'coupled', 'nt', 'real', 'defi', 'judgment', 'projects', 'stopped', 'responding', 'listing', 'requests', 'paid', 'model', 'nt', 'work']"
323962,wondering if there will be a token like constitution dao at some point airdrop for that was like 150k worth for 1 eth contributors,"['ether (also known as ethereum)', 'eth']"
323965,people donate eth to juicebox and get a proportional share of the justice governance token,"['ether (also known as ethereum)', 'eth']"
323993,wat means ser i thought we were waiting for sec to give permission for etf not nasdaq or is this bitcoin miners etf kosher because its an index of stonksthe application thats been filed with the sec suggests its awaiting official notice of issuance,"['exchange-traded fund', 'etf', 'exchange-traded fund', 'etf', 'wat', 'means', 'ser', 'thought', 'waiting', 'sec', 'permission', 'etf', 'nasdaq', 'bitcoin', 'miners', 'etf', 'kosher', 'index', 'stonksthe', 'application', 's', 'filed', 'sec', 'suggests', 'awaiting', 'official', 'notice', 'issuance']"
323995,well running an ethereum main net full node isnt suuuper cheap but if you can afford to pay for gas you can afford a hardware node p like 600 or so and you gotta keep it up and running just beware even that isnt perfect because mm is still querying opensea and etherscan and those also learn your ethereum address and your ip address aka where you live but its a lot better already,"['technical analysis or trend analysis', 'ta']"
